Title	Language	Date_of_edition	ESTC_ID	VIAF_ID	Author_name	First_line	URL
[BIRTHDAY ODE] TO THE SAME, AGED 15, AT CAMBRIDGE.	eng	1802		120740243	Hunter, Anne	NOW twice the spring, with flowrets gay,	http://www.eighteenthcenturypoetry.org/works/bah18-w0090.shtml
[BIRTHDAY ODE] TO THE SAME, AGED 23, A LIEUTENANT IN THE ARMY, THEN WITH HIS REGIMENT IN CORSICA, 1793.	eng	1802		120740243	Hunter, Anne	O THOU so dear! whose wand'ring star	http://www.eighteenthcenturypoetry.org/works/bah18-w0100.shtml
[BIRTHDAY ODE] TO THE SAME, AGED 26, A CAPTAIN OF INFANTRY IN PORTUGAL, 1798.	eng	1802		120740243	Hunter, Anne	THOUGH fancy and her airy train	http://www.eighteenthcenturypoetry.org/works/bah18-w0110.shtml
TO MY DAUGHTER, ON BEING SEPARATED FROM HER ON HER MARRIAGE	eng	1802		120740243	Hunter, Anne	DEAR to my heart as life's warm stream,	http://www.eighteenthcenturypoetry.org/works/bah18-w0120.shtml
TO THE NIGHTINGALE.	eng	1802		120740243	Hunter, Anne	WHY from these shades, sweet bird of eve,	http://www.eighteenthcenturypoetry.org/works/bah18-w0130.shtml
CARISBROOK CASTLE, A POEM, WITH NOTES.	eng	1802		120740243	Hunter, Anne	QUEEN of inventive thought, thy dreams	http://www.eighteenthcenturypoetry.org/works/bah18-w0140.shtml
TO THE MEMORY OF A LOVELY INFANT, WRITTEN SEVEN YEARS AFTER HIS DEATH.	eng	1802		120740243	Hunter, Anne	STILL as the circling months successive climb,	http://www.eighteenthcenturypoetry.org/works/bah18-w0150.shtml
A VOW TO FORTUNE.	eng	1802		120740243	Hunter, Anne	IF ere the moment should arrive,	http://www.eighteenthcenturypoetry.org/works/bah18-w0160.shtml
LAURA TO PETRARCH.	eng	1802		120740243	Hunter, Anne	O Friend too dearly lov'd, O name ador'd! 	http://www.eighteenthcenturypoetry.org/works/bah18-w0170.shtml
LAURA.	eng	1802		120740243	Hunter, Anne	O Power of fancy, from thy treasur'd store	http://www.eighteenthcenturypoetry.org/works/bah18-w0180.shtml
SONNET, AFTER THE DEATH OF LAURA.	eng	1802		120740243	Hunter, Anne	COME, tender thoughts, with twilight's pensive gloom,	http://www.eighteenthcenturypoetry.org/works/bah18-w0190.shtml
WINTER, A SONNET.	eng	1802		120740243	Hunter, Anne	BEHOLD the gloomy tyrant's awful form	http://www.eighteenthcenturypoetry.org/works/bah18-w0200.shtml
TIME.	eng	1802		120740243	Hunter, Anne	TIME may ambition's nest destroy,	http://www.eighteenthcenturypoetry.org/works/bah18-w0210.shtml
TO JAMES BARRY, ESQ. ON THE DESIGN OF HIS SERIES OF PICTURES PAINTED FOR THE SOCIETY INSTITUTED FOR THE PROMOTING ARTS AND MANUFACTURES.	eng	1802		120740243	Hunter, Anne	O Thou, who in a weak disjointed age	http://www.eighteenthcenturypoetry.org/works/bah18-w0220.shtml
TO A FRIEND ON NEW YEAR'S DAY.	eng	1802		120740243	Hunter, Anne	DEAR friend, for thee, through ev'ry changing year,	http://www.eighteenthcenturypoetry.org/works/bah18-w0230.shtml
ELEGY TO THE MEMORY OF WILLIAM SEWARD, ESQ. WHO DIED APRIL 24, 1799.	eng	1802		120740243	Hunter, Anne	SAY, shall the muse, the muse to Seward dear,	http://www.eighteenthcenturypoetry.org/works/bah18-w0240.shtml
EPITAPH FOR MY FATHER.	eng	1802		120740243	Hunter, Anne	OF soul too high to act a dubious part,	http://www.eighteenthcenturypoetry.org/works/bah18-w0250.shtml
THE LAMENTATION OF MARY STUART, QUEEN OF SCOTS, ADAPTED TO A VERY ANCIENT SCOTTISH AIR, SUPPOSED TO HAVE BEEN HER OWN COMPOSITION.	eng	1802		120740243	Hunter, Anne	I Sigh, and lament me in vain,	http://www.eighteenthcenturypoetry.org/works/bah18-w0260.shtml
THE SONG OF THE WANDERING LADY, FOUNDED ON A TRUE STORY.	eng	1802		120740243	Hunter, Anne	THROUGH dreary wilds forlorn I go	http://www.eighteenthcenturypoetry.org/works/bah18-w0270.shtml
THE DEATH SONG, WRITTEN FOR, AND ADAPTED TO, AN ORIGINAL INDIAN AIR.	eng	1802		120740243	Hunter, Anne	THE sun sets in night, and the stars shun the day,	http://www.eighteenthcenturypoetry.org/works/bah18-w0280.shtml
WILLIAM AND NANCY, A BALLAD.	eng	1802		120740243	Hunter, Anne	AS on the transport's dusky side	http://www.eighteenthcenturypoetry.org/works/bah18-w0290.shtml
LELIA; OR, THE MANIAC'S SONG.	eng	1802		120740243	Hunter, Anne	COME, ye wild winds, that round the welkin fly,	http://www.eighteenthcenturypoetry.org/works/bah18-w0300.shtml
THE GENIUS OF THE MOUNTAINS OF BALAGATA, IN THE EAST INDIES, BEWAILS THE MISERIES BOUGHT UPON HIS COUNTRY.	eng	1802		120740243	Hunter, Anne	FROM Balagata's wavy brow	http://www.eighteenthcenturypoetry.org/works/bah18-w0310.shtml
A BALLAD OF THE EIGHTEENTH CENTURY.	eng	1802		120740243	Hunter, Anne	'TWAS at the time the moon's broad shield	http://www.eighteenthcenturypoetry.org/works/bah18-w0320.shtml
ELEGY.	eng	1802		120740243	Hunter, Anne	SIGH not, ye winds, as passing o'er	http://www.eighteenthcenturypoetry.org/works/bah18-w0330.shtml
THE DIRGE OF AMORET.	eng	1802		120740243	Hunter, Anne	WHY glide the hours so swift away,	http://www.eighteenthcenturypoetry.org/works/bah18-w0340.shtml
SONG.	eng	1802		120740243	Hunter, Anne	YE gentle gales, that careless blow	http://www.eighteenthcenturypoetry.org/works/bah18-w0350.shtml
SONG.	eng	1802		120740243	Hunter, Anne	FAR from this throbbing bosom haste,	http://www.eighteenthcenturypoetry.org/works/bah18-w0360.shtml
THE FAREWELL, A SONG.	eng	1802		120740243	Hunter, Anne	FAR from hope, and lost to pleasure,	http://www.eighteenthcenturypoetry.org/works/bah18-w0370.shtml
REMEMBRANCE, A SONG.	eng	1802		120740243	Hunter, Anne	WHILE I behold the moon's pale beam,	http://www.eighteenthcenturypoetry.org/works/bah18-w0380.shtml
SONG.	eng	1802		120740243	Hunter, Anne	DEAR shade of bliss, enchanting hope,	http://www.eighteenthcenturypoetry.org/works/bah18-w0390.shtml
SONG.	eng	1802		120740243	Hunter, Anne	THE moments fly, and we must part,	http://www.eighteenthcenturypoetry.org/works/bah18-w0400.shtml
SONG.	eng	1802		120740243	Hunter, Anne	FAR, far from me my love is fled,	http://www.eighteenthcenturypoetry.org/works/bah18-w0410.shtml
SONG.	eng	1802		120740243	Hunter, Anne	IN airy dreams fond fancy flies,	http://www.eighteenthcenturypoetry.org/works/bah18-w0420.shtml
SONG.	eng	1802		120740243	Hunter, Anne	O'ER the lone heath I wander wild,	http://www.eighteenthcenturypoetry.org/works/bah18-w0430.shtml
SONG.	eng	1802		120740243	Hunter, Anne	TO wander alone when the moon faintly beaming,	http://www.eighteenthcenturypoetry.org/works/bah18-w0440.shtml
SONG.	eng	1802		120740243	Hunter, Anne	THE season comes when first we met,	http://www.eighteenthcenturypoetry.org/works/bah18-w0450.shtml
SONG.	eng	1802		120740243	Hunter, Anne	O Tuneful voice, I still deplore	http://www.eighteenthcenturypoetry.org/works/bah18-w0460.shtml
A MERMAID'S SONG.	eng	1802		120740243	Hunter, Anne	NOW the dancing sunbeams play	http://www.eighteenthcenturypoetry.org/works/bah18-w0470.shtml
SONG.	eng	1802		120740243	Hunter, Anne	THE anguish of my bursting heart	http://www.eighteenthcenturypoetry.org/works/bah18-w0480.shtml
SONG.	eng	1802		120740243	Hunter, Anne	WHERE the green ivy twining,	http://www.eighteenthcenturypoetry.org/works/bah18-w0490.shtml
SONG.	eng	1802		120740243	Hunter, Anne	SPRING returns, the flowrets blow;	http://www.eighteenthcenturypoetry.org/works/bah18-w0500.shtml
THE SPIRIT'S SONG.	eng	1802		120740243	Hunter, Anne	HARK what I tell to thee,	http://www.eighteenthcenturypoetry.org/works/bah18-w0510.shtml
SONG.	eng	1802		120740243	Hunter, Anne	THE fatal moment I beheld	http://www.eighteenthcenturypoetry.org/works/bah18-w0520.shtml
SONG.	eng	1802		120740243	Hunter, Anne	WHEN hollow bursts the rushing wind,	http://www.eighteenthcenturypoetry.org/works/bah18-w0530.shtml
SONG.	eng	1802		120740243	Hunter, Anne	MY mother bids me bind my hair	http://www.eighteenthcenturypoetry.org/works/bah18-w0540.shtml
FAIRY REVELS, A SONG.	eng	1802		120740243	Hunter, Anne	HARK, the raven flaps his wings,	http://www.eighteenthcenturypoetry.org/works/bah18-w0550.shtml
THE ROUNDELAY.	eng	1802		120740243	Hunter, Anne	FORGET, forget the playful time,	http://www.eighteenthcenturypoetry.org/works/bah18-w0560.shtml
MAY DAY.	eng	1802		120740243	Hunter, Anne	THE village bells ring merrily,	http://www.eighteenthcenturypoetry.org/works/bah18-w0570.shtml
THE SONG AT MARIA'S GRAVE. IN TWO PARTS.	eng	1802		120740243	Hunter, Anne	COME, gentle maidens, gather round. 	http://www.eighteenthcenturypoetry.org/works/bah18-w0580.shtml
THE WARRIOR'S RETURN.	eng	1808		39410771	Opie, Amelia	SIR WALTER returned from the far Holy Land,	http://www.eighteenthcenturypoetry.org/works/bao18-w0010.shtml
JULIA, OR THE CONVENT OF ST. CLAIRE.	eng	1808		39410771	Opie, Amelia	STRANGER, that massy, mouldering pile,	http://www.eighteenthcenturypoetry.org/works/bao18-w0020.shtml
THE MAD WANDERER, A BALLAD.	eng	1808		39410771	Opie, Amelia	THERE came to Grasmere's pleasant vale	http://www.eighteenthcenturypoetry.org/works/bao18-w0030.shtml
LINES WRITTEN IN 1799.	eng	1808		39410771	Opie, Amelia	HAIL to thy pencil! well its glowing art	http://www.eighteenthcenturypoetry.org/works/bao18-w0040.shtml
SONG.	eng	1808		39410771	Opie, Amelia	I AM wearing away like the snow in the sun,	http://www.eighteenthcenturypoetry.org/works/bao18-w0050.shtml
TO LORENZO.	eng	1808		39410771	Opie, Amelia	Go, distant shores and brighter conquests seek,	http://www.eighteenthcenturypoetry.org/works/bao18-w0060.shtml
ODE TO BORROWDALE IN CUMBERLAND.	eng	1808		39410771	Opie, Amelia	HAIL, Derwent's beauteous pride! 	http://www.eighteenthcenturypoetry.org/works/bao18-w0070.shtml
THE LUCAYAN'S SONG.	eng	1808		39410771	Opie, Amelia	HAIL, lonely shore! hail, desert cave! 	http://www.eighteenthcenturypoetry.org/works/bao18-w0080.shtml
SONG.	eng	1808		39410771	Opie, Amelia	WAS it for this I dearly loved thee? .... 	http://www.eighteenthcenturypoetry.org/works/bao18-w0090.shtml
BALLAD, FOUNDED ON FACT.	eng	1808		39410771	Opie, Amelia	ROUND youthful Henry's restless bed	http://www.eighteenthcenturypoetry.org/works/bao18-w0100.shtml
SONG	eng	1808		39410771	Opie, Amelia	YES, thou art changed since first we met,	http://www.eighteenthcenturypoetry.org/works/bao18-w0110.shtml
STANZAS TO CYNTHIO.	eng	1808		39410771	Opie, Amelia	AS o'er the sands the youthful Cynthio strayed,	http://www.eighteenthcenturypoetry.org/works/bao18-w0120.shtml
THE ORIGIN OF THE SAIL.	eng	1808		39410771	Opie, Amelia	 "SWEET maid! on whom my wishes rest,	http://www.eighteenthcenturypoetry.org/works/bao18-w0130.shtml
SONNET ON THE APPROACH OF AUTUMN.	eng	1808		39410771	Opie, Amelia	FAREWEL gay Summer! now the changing wind	http://www.eighteenthcenturypoetry.org/works/bao18-w0140.shtml
TO LAURA.	eng	1808		39410771	Opie, Amelia	CEASE, Laura, cease, suspect no more	http://www.eighteenthcenturypoetry.org/works/bao18-w0150.shtml
LOVE ELEGY, TO LAURA.	eng	1808		39410771	Opie, Amelia	TOO heedless friend, why thus augment the flame	http://www.eighteenthcenturypoetry.org/works/bao18-w0160.shtml
LOVE ELEGY, TO HENRY.	eng	1808		39410771	Opie, Amelia	THEN thou hast learnt the secret of my soul,	http://www.eighteenthcenturypoetry.org/works/bao18-w0170.shtml
TO HENRY.	eng	1808		39410771	Opie, Amelia	THINK not, while fairer nymphs invite	http://www.eighteenthcenturypoetry.org/works/bao18-w0180.shtml
TO HENRY.	eng	1808		39410771	Opie, Amelia	HOW I hail this morn's appearing! 	http://www.eighteenthcenturypoetry.org/works/bao18-w0190.shtml
LINES ON THE OPENING OF A SPRING CAMPAIGN.	eng	1808		39410771	Opie, Amelia	SPRING! thy impatient bloom restrain! 	http://www.eighteenthcenturypoetry.org/works/bao18-w0200.shtml
LINES ON THE PLACE DE LA CONCORDE AT PARIS,	eng	1808		39410771	Opie, Amelia	PROUD Seine, along thy winding tide	http://www.eighteenthcenturypoetry.org/works/bao18-w0210.shtml
THE MOON AND THE COMET; A FABLE.	eng	1808		39410771	Opie, Amelia	THIS fact is clear .... Both man and woman	http://www.eighteenthcenturypoetry.org/works/bao18-w0220.shtml
TO LOTHARIO.	eng	1808		39410771	Opie, Amelia	THINK not, Lothario, while I view	http://www.eighteenthcenturypoetry.org/works/bao18-w0230.shtml
TO HENRY.	eng	1808		39410771	Opie, Amelia	SUPPRESS that cruel doubt, dear youth! 	http://www.eighteenthcenturypoetry.org/works/bao18-w0240.shtml
TO ANNA.	eng	1808		39410771	Opie, Amelia	THIS faded lip may oft to thee	http://www.eighteenthcenturypoetry.org/works/bao18-w0250.shtml
REMEMBRANCE.	eng	1808		39410771	Opie, Amelia	HOW dear to me the twilight hour! 	http://www.eighteenthcenturypoetry.org/works/bao18-w0260.shtml
SECRET LOVE.	eng	1808		39410771	Opie, Amelia	NOT one kind look .... one friendly word! 	http://www.eighteenthcenturypoetry.org/works/bao18-w0270.shtml
TO A MANIAC.	eng	1808		39410771	Opie, Amelia	THERE was a time, poor phrensied maid,	http://www.eighteenthcenturypoetry.org/works/bao18-w0280.shtml
LINES ON HEARING, THREE OR FOUR YEARS AGO, THAT CONSTANTINOPLE WAS SWALLOWED UP BY AN EARTHQUAKE;	eng	1808		39410771	Opie, Amelia	FALLEN are thy towers, Byzantium! towers that stood	http://www.eighteenthcenturypoetry.org/works/bao18-w0290.shtml
SONG.	eng	1808		39410771	Opie, Amelia	WHILE many a fond and blooming maid	http://www.eighteenthcenturypoetry.org/works/bao18-w0300.shtml
TO HENRY.	eng	1808		39410771	Opie, Amelia	THY fatal form, where'er I go,	http://www.eighteenthcenturypoetry.org/works/bao18-w0310.shtml
SONG.	eng	1808		39410771	Opie, Amelia	ASK not, whence springs my ceaseless sadness,	http://www.eighteenthcenturypoetry.org/works/bao18-w0320.shtml
SONG.	eng	1808		39410771	Opie, Amelia	YES .... though we've loved so long, so well,	http://www.eighteenthcenturypoetry.org/works/bao18-w0330.shtml
[SONG.]	eng	1808		39410771	Opie, Amelia	HOW fondly I gaze on the fast falling-leaves,	http://www.eighteenthcenturypoetry.org/works/bao18-w0340.shtml
[SONG.]	eng	1808		39410771	Opie, Amelia	WHERE dost thou bide, blessed soul of my love! 	http://www.eighteenthcenturypoetry.org/works/bao18-w0350.shtml
[SONG.]	eng	1808		39410771	Opie, Amelia	LOW hung the dark clouds on Plinlimmon's tall peak,	http://www.eighteenthcenturypoetry.org/works/bao18-w0360.shtml
[SONG.]	eng	1808		39410771	Opie, Amelia	YOU ask why these mountains delight me no more,	http://www.eighteenthcenturypoetry.org/works/bao18-w0370.shtml
AN ADDRESS TO POETRY.	eng	1823		44455306	Williams, Helen Maria	WHILE envious crowds the summit view,	http://www.eighteenthcenturypoetry.org/works/bhw18-w0010.shtml
PERUVIAN TALES. TALE I.	eng	1823		44455306	Williams, Helen Maria	WHERE the Pacific deep in silence laves	http://www.eighteenthcenturypoetry.org/works/bhw18-w0020.shtml
THE BASTILLE, A VISION.	eng	1823		44455306	Williams, Helen Maria	 "DREAR cell! along whose lonely bounds,	http://www.eighteenthcenturypoetry.org/works/bhw18-w0030.shtml
EUPHELIA, AN ELEGY.	eng	1823		44455306	Williams, Helen Maria	As roam'd a pilgrim o'er the mountain drear,	http://www.eighteenthcenturypoetry.org/works/bhw18-w0040.shtml
DUNCAN, AN ODE.	eng	1823		44455306	Williams, Helen Maria	ABASH'D the rebel squadrons yield —	http://www.eighteenthcenturypoetry.org/works/bhw18-w0050.shtml
QUEEN MARY'S COMPLAINT.	eng	1823		44455306	Williams, Helen Maria	PALE moon! thy mild benignant light	http://www.eighteenthcenturypoetry.org/works/bhw18-w0060.shtml
TO SENSIBILITY.	eng	1823		44455306	Williams, Helen Maria	In SENSIBILITY'S lov'd praise	http://www.eighteenthcenturypoetry.org/works/bhw18-w0070.shtml
EDWIN AND ELTRADA, A LEGENDARY TALE.	eng	1823		44455306	Williams, Helen Maria	WHERE the pure Derwent's waters glide	http://www.eighteenthcenturypoetry.org/works/bhw18-w0080.shtml
ODE TO PEACE.	eng	1823		44455306	Williams, Helen Maria	She comes, benign enchantress, heav'n born PEACE! 	http://www.eighteenthcenturypoetry.org/works/bhw18-w0090.shtml
THE MORAI.	eng	1823		44455306	Williams, Helen Maria	FAIR OTAHEITE, fondly blest	http://www.eighteenthcenturypoetry.org/works/bhw18-w0100.shtml
SCOTCH BALLAD.	eng	1823		44455306	Williams, Helen Maria	AH, EVAN, by thy winding stream	http://www.eighteenthcenturypoetry.org/works/bhw18-w0110.shtml
SONG.	eng	1823		44455306	Williams, Helen Maria	SLOW spreads the gloom my soul desires —	http://www.eighteenthcenturypoetry.org/works/bhw18-w0120.shtml
SONG.	eng	1823		44455306	Williams, Helen Maria	NO riches from his scanty store	http://www.eighteenthcenturypoetry.org/works/bhw18-w0130.shtml
SONG.	eng	1823		44455306	Williams, Helen Maria	BROAD in the west the sun descends,	http://www.eighteenthcenturypoetry.org/works/bhw18-w0140.shtml
ON THE BILL WHICH WAS PASSED IN ENGLAND FOR REGULATING THE SLAVE-TRADE; A SHORT TIME BEFORE ITS ABOLITION.	eng	1823		44455306	Williams, Helen Maria	THE hollow winds of night no more	http://www.eighteenthcenturypoetry.org/works/bhw18-w0150.shtml
AN AMERICAN TALE.	eng	1823		44455306	Williams, Helen Maria	 "AH! pity all the pangs I feel,	http://www.eighteenthcenturypoetry.org/works/bhw18-w0160.shtml
PART OF AN IRREGULAR FRAGMENT.	eng	1823		44455306	Williams, Helen Maria	RISE, winds of night! relentless tempests, rise! 	http://www.eighteenthcenturypoetry.org/works/bhw18-w0170.shtml
SONNET TO HOPE.	eng	1823		44455306	Williams, Helen Maria	O, EVER skilled to wear the form we love! 	http://www.eighteenthcenturypoetry.org/works/bhw18-w0180.shtml
SONNET TO TWILIGHT.	eng	1823		44455306	Williams, Helen Maria	MEEK Twilight! soften the declining day,	http://www.eighteenthcenturypoetry.org/works/bhw18-w0190.shtml
SONNET ON READING BURNS' “MOUNTAIN DAISY.”	eng	1823		44455306	Williams, Helen Maria	WHILE soon the "garden's flaunting flowers" decay,	http://www.eighteenthcenturypoetry.org/works/bhw18-w0200.shtml
SONNET TO THE MOON.	eng	1823		44455306	Williams, Helen Maria	THE glitt'ring colours of the day are fled;	http://www.eighteenthcenturypoetry.org/works/bhw18-w0210.shtml
SONNET TO PEACE OF MIND.	eng	1823		44455306	Williams, Helen Maria	SWEET Peace! ah, lead me from the thorny dale,	http://www.eighteenthcenturypoetry.org/works/bhw18-w0220.shtml
SONNET TO MRS. SIDDONS.	eng	1823		44455306	Williams, Helen Maria	SIDDONS! the Muse, for many a joy refin'd,	http://www.eighteenthcenturypoetry.org/works/bhw18-w0230.shtml
SONNET TO MRS. BATES.	eng	1823		44455306	Williams, Helen Maria	O THOU, whose melody the heart obeys,	http://www.eighteenthcenturypoetry.org/works/bhw18-w0240.shtml
SONNET TO EXPRESSION.	eng	1823		44455306	Williams, Helen Maria	EXPRESSION, child of soul! I fondly trace	http://www.eighteenthcenturypoetry.org/works/bhw18-w0250.shtml
SONNET TO LOVE.	eng	1823		44455306	Williams, Helen Maria	AH, Love! ere yet I knew thy fatal power,	http://www.eighteenthcenturypoetry.org/works/bhw18-w0260.shtml
SONNET TO DISAPPOINTMENT.	eng	1823		44455306	Williams, Helen Maria	PALE disappointment! at thy freezing name	http://www.eighteenthcenturypoetry.org/works/bhw18-w0270.shtml
SONNET TO SIMPLICITY.	eng	1823		44455306	Williams, Helen Maria	NYMPH of the desert! on this lonely shore,	http://www.eighteenthcenturypoetry.org/works/bhw18-w0280.shtml
SONNET TO THE STRAWBERRY.	eng	1823		44455306	Williams, Helen Maria	THE Strawberry blooms upon its lowly bed,	http://www.eighteenthcenturypoetry.org/works/bhw18-w0290.shtml
SONNET TO THE CURLEW.	eng	1823		44455306	Williams, Helen Maria	SOOTH'D by the murmurs on the sea-beat shore,	http://www.eighteenthcenturypoetry.org/works/bhw18-w0300.shtml
SONNET TO THE TORRID ZONE.	eng	1823		44455306	Williams, Helen Maria	PATHWAY of light! o'er thy empurpled zone,	http://www.eighteenthcenturypoetry.org/works/bhw18-w0310.shtml
SONNET TO THE CALBASSIA-TREE.	eng	1823		44455306	Williams, Helen Maria	SUBLIME Calbassia! luxuriant tree,	http://www.eighteenthcenturypoetry.org/works/bhw18-w0320.shtml
SONNET TO THE WHITE-BIRD OF THE TROPIC.	eng	1823		44455306	Williams, Helen Maria	BIRD of the Tropic! thou, who lov'st to stray	http://www.eighteenthcenturypoetry.org/works/bhw18-w0330.shtml
DULCE DOMUM, AN OLD LATIN ODE.	eng	1823		44455306	Williams, Helen Maria	LOV'D Companions, let us sing! 	http://www.eighteenthcenturypoetry.org/works/bhw18-w0340.shtml
ELEGY ON A YOUNG THRUSH, WHICH ESCAPED FROM THE WRITER'S HAND, AND FALLING DOWN THE AREA OF A HOUSE, COULD NOT BE FOUND.	eng	1823		44455306	Williams, Helen Maria	MISTAKEN Bird, ah whither hast thou stray'd? 	http://www.eighteenthcenturypoetry.org/works/bhw18-w0350.shtml
THE LINNET AND THE CAT.	eng	1823		44455306	Williams, Helen Maria	WHEN fading Autumn's latest hours	http://www.eighteenthcenturypoetry.org/works/bhw18-w0360.shtml
TO DR. MOORE, IN ANSWER TO A POETICAL EPISTLE WRITTEN TO ME BY HIM IN WALES, SEPTEMBER 1791.	eng	1823		44455306	Williams, Helen Maria	WHILE in long exile far from you I roam,	http://www.eighteenthcenturypoetry.org/works/bhw18-w0370.shtml
HYMN, IMITATED FROM THE FRENCH.	eng	1823		44455306	Williams, Helen Maria	CALM all the tumults that invade	http://www.eighteenthcenturypoetry.org/works/bhw18-w0380.shtml
IMITATION OF LINES WRITTEN BY ROUCHER, BELOW HIS PICTURE, WHICH A FELLOW-PRISONER HAD DRAWN, AND WHICH HE SENT TO HIS WIFE AND CHILDREN THE DAY BEFORE HIS EXECUTION. — 1794.	eng	1823		44455306	Williams, Helen Maria	Lov'd objects! cease to wonder when ye trace	http://www.eighteenthcenturypoetry.org/works/bhw18-w0390.shtml
IMITATION OF LINES ADDRESSED BY M. D—, A YOUNG MAN OF TWENTY-FOUR YEARS OF AGE, THE NIGHT BEFORE HIS EXECUTION, TO A YOUNG LADY TO WHOM HE WAS ENGAGED. — 1794.	eng	1823		44455306	Williams, Helen Maria	THE hour that calls to death is near,	http://www.eighteenthcenturypoetry.org/works/bhw18-w0400.shtml
TO A FRIEND, WHO SENT ME FLOWERS, WHEN CONFINED BY ILLNESS.	eng	1823		44455306	Williams, Helen Maria	WHILE sickness still my step detains	http://www.eighteenthcenturypoetry.org/works/bhw18-w0410.shtml
THE COMPLAINT OF THE GODDESS OF THE GLACIERS TO DOCTOR DARWIN.	eng	1823		44455306	Williams, Helen Maria	WHILE o'er the Alpine cliffs I musing stray'd,	http://www.eighteenthcenturypoetry.org/works/bhw18-w0042.shtml
VERSES ADDRESSED TO MY TWO NEPHEWS, ON SAINT HELEN'S DAY, 1809.	eng	1823		44455306	Williams, Helen Maria	DEAR Boys! — dismiss'd awhile from school,	http://www.eighteenthcenturypoetry.org/works/bhw18-w0430.shtml
